diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType	NofSNPs	NofPmids
C1832251	BODY MASS INDEX, MODIFIER OF	phenotype		Finding	1	0
C1832253	INTIMAL MEDIAL THICKNESS OF INTERNAL CAROTID ARTERY, MODIFIER OF	phenotype		Finding	1	0
C1832273	Ribbing disease	disease	C16;C04;C05	Disease or Syndrome	1	1
C1832274	Charcot-Marie-Tooth disease, Type 2D	disease	C16;C10	Disease or Syndrome	9	14
C1832322	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, NK Cell-Positive	disease	C16;C18;C20	Disease or Syndrome	32	29
C1832334	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4D	disease	C16;C18;C10	Disease or Syndrome	2	3
C1832342	Talipes cavus equinovarus	disease	C16;C05	Anatomical Abnormality	1	0
C1832348	Slow-growing hair	phenotype		Finding	1	0
C1832370	MYOPATHY, MYOFIBRILLAR, DESMIN-RELATED	disease	C16;C05;C10;C14	Disease or Syndrome	48	67
C1832378	Retinitis Pigmentosa 18	disease	C16;C11	Disease or Syndrome	3	3
C1832386	Diabetes Mellitus, Transient Neonatal, 1	disease	C16;C18;C19	Disease or Syndrome	11	4
C1832388	Platelet Disorder, Familial, with Associated Myeloid Malignancy	disease	C16;C04;C15	Disease or Syndrome	20	20
C1832394	Deafness, Autosomal Recessive 12	disease	C23;C10;C09	Disease or Syndrome	57	15
C1832399	Charcot-Marie-Tooth disease, Type 4B1	disease	C16;C10	Disease or Syndrome	5	0
C1832409	Crisponi syndrome	disease	C23;C16;C17;C05;C10	Disease or Syndrome	14	1
C1832423	Cataract, Age-Related Nuclear	phenotype	C11	Pathologic Function	6	1
C1832425	Deafness, Autosomal Dominant 9	disease	C23;C10;C09	Disease or Syndrome	10	16
C1832446	Sparse eyebrow	phenotype		Finding	6	1
C1832451	Cranial hyperostosis	phenotype	C05	Finding	1	0
C1832465	Atrophia Maculosa Varioliformis Cutis, Familial	disease	C16;C17	Disease or Syndrome	1	1
C1832466	CAPOS syndrome	disease	C23;C16;C11;C05;C10;C09	Disease or Syndrome	11	12
C1832475	Deafness, Autosomal Dominant 11	disease	C23;C10;C09	Disease or Syndrome	16	4
C1832476	Deafness, Autosomal Dominant 10	disease	C23;C10;C09	Disease or Syndrome	5	5
C1832525	Limb-girdle muscular dystrophy type 2F	disease	C16;C05;C08;C10;C14	Disease or Syndrome	12	7
C1832526	CATARACT, NONNUCLEAR POLYMORPHIC CONGENITAL, AUTOSOMAL DOMINANT	disease	C11	Congenital Abnormality	2	2
C1832529	HEREDITARY HEMORRHAGIC TELANGIECTASIA-RELATED PULMONARY ARTERIAL HYPERTENSION	disease	C08;C14	Disease or Syndrome	32	15
C1832550	Lamellar ichthyosis, type 2	disease	C16;C17	Congenital Abnormality	12	5
C1832560	RIPPLING MUSCLE DISEASE 2 (disorder)	disease	C05;C10	Disease or Syndrome	14	23
C1832567	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1C	disease	C16;C05;C10	Disease or Syndrome	5	4
C1832588	Chromosome 11p11.2 Deletion Syndrome	disease	C23;C16;C04;C05	Disease or Syndrome	6	3
C1832594	Verloes Bourguignon syndrome	disease	C16;C05;C07	Disease or Syndrome	9	0
C1832597	Herniation of intervertebral nuclei	phenotype	C23;C05	Finding	2	0
C1832600	Naxos disease	disease	C16;C17;C14	Disease or Syndrome	7	0
C1832615	HYPERPARATHYROIDISM, NEONATAL SEVERE	disease	C16;C19	Disease or Syndrome	14	12
C1832648	Hypoparathyroidism familial isolated	disease	C19	Disease or Syndrome	8	8
C1832661	ANOPHTHALMIA AND PULMONARY HYPOPLASIA	disease	C16;C11;C08	Disease or Syndrome	80	49
C1832662	MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO	phenotype		Finding	3	1
C1832669	SPASTIC PARAPLEGIA 9, AUTOSOMAL DOMINANT (disorder)	disease	C23;C16;C11;C10	Disease or Syndrome	4	2
C1832680	CARDIOMYOPATHY, DILATED, 1E	disease	C14	Disease or Syndrome	11	2
C1832702	BRACHYDACTYLY, TYPE A2	disease	C16;C05	Congenital Abnormality	8	5
C1832708	MULTIPLE SYNOSTOSES SYNDROME 2	disease	C16;C05	Disease or Syndrome	3	4
C1832736	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Id	disease	C16;C18	Disease or Syndrome	11	2
C1832812	Cataracts, Congenital, with Sensorineural Deafness, Down Syndrome-Like Facial Appearance, Short Stature, and Mental Retardation	disease	C23;C11;C10;F03;C09;F01	Disease or Syndrome	7	0
C1832827	DEAFNESS, CHILDHOOD-ONSET NEUROSENSORY, AUTOSOMAL RECESSIVE 8	disease	C23;C10;C09	Disease or Syndrome	13	16
C1832828	Deafness, Autosomal Recessive 9	disease	C23;C10;C09	Disease or Syndrome	88	19
C1832845	USHER SYNDROME, TYPE ID	disease	C23;C16;C11;C10;C09	Disease or Syndrome	40	14
C1832855	CHOREOATHETOSIS/SPASTICITY, EPISODIC	disease	C23;C05;C10	Disease or Syndrome	7	2
C1832884	Hemiplegic migraine, familial type 1	disease	C23;C10	Disease or Syndrome	37	31
C1832885	MIGRAINE, SPORADIC HEMIPLEGIC, WITH PROGRESSIVE CEREBELLAR ATAXIA	disease		Finding	1	0
C1832903	MIGRAINE, SPORADIC HEMIPLEGIC	disease	C10	Disease or Syndrome	4	4
C1832916	Timothy syndrome	disease	C23;C16;C05;F03;C14	Disease or Syndrome	9	9
C1832918	Brody myopathy	disease	C16;C05;C10	Disease or Syndrome	11	3
C1832931	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 2	disease	C16;C14	Disease or Syndrome	5	1
C1832932	DEAFNESS, AUTOSOMAL DOMINANT 5 (disorder)	disease	C23;C10;C09	Disease or Syndrome	3	1
C1832942	JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME (disorder)	disease	C16;C06;C15;C14	Disease or Syndrome	23	1
C1832950	Cardiac Malformation, Cleft Lip-Palate, Microcephaly and Digital Anomalies	disease	C16;C05;C10;C07;C14	Disease or Syndrome	3	0
C1832976	Cone-Rod Dystrophy 5	disease	C16;C11	Disease or Syndrome	1	1
C1832977	GLAUCOMA 3, PRIMARY INFANTILE, B	disease	C11	Disease or Syndrome	2	0
C1832978	Deafness, Autosomal Recessive 7	disease	C23;C10;C09	Disease or Syndrome	14	3
C1832988	Metaphyseal spurs	phenotype		Finding	2	0
C1832992	DEAFNESS, AUTOSOMAL RECESSIVE 6	disease	C23;C10;C09	Disease or Syndrome	6	1
C1832998	EPIPHYSEAL DYSPLASIA, MULTIPLE, 3	disease	C16;C05	Disease or Syndrome	6	2
C1833021	DEAFNESS, AUTOSOMAL DOMINANT 6	disease	C23;C10;C09	Disease or Syndrome	11	10
C1833030	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC	disease	C16;C17	Disease or Syndrome	1	0
C1833053	Proprotein Convertase 1 3 Deficiency	disease	C23;C18;C19	Disease or Syndrome	4	3
C1833102	DIABETES MELLITUS, PERMANENT NEONATAL, WITH NEUROLOGIC FEATURES	disease	C23;C18;C10;C19	Disease or Syndrome	9	0
C1833104	DIABETES MELLITUS, PERMANENT NEONATAL	disease	C18;C19	Disease or Syndrome	108	43
C1833118	Cataract, Pulverulent	disease	C16;C11	Disease or Syndrome	4	2
C1833136	Marden Walker like syndrome	disease	C16;C11;C05	Disease or Syndrome	5	1
C1833144	Slender long bone	phenotype		Finding	5	1
C1833145	Distal ulnar hypoplasia	phenotype	C16;C05	Finding	1	0
C1833154	Long Qt Syndrome 4	disease	C23;C16;C14	Disease or Syndrome	2	0
C1833202	LCHAD DEFICIENCY WITH MATERNAL ACUTE FATTY LIVER OF PREGNANCY	disease		Finding	1	0
C1833213	Hyperferritinemia, hereditary, with congenital cataracts	disease	C18;C11	Disease or Syndrome	10	10
C1833219	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B (disorder)	disease	C16;C10	Disease or Syndrome	9	9
C1833229	Cataract, Congenital Zonular, with Sutural Opacities	disease	C11	Disease or Syndrome	4	5
C1833236	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 6 (disorder)	disease	C16;C14	Disease or Syndrome	9	11
C1833245	Retinitis Pigmentosa 17	disease	C16;C11	Disease or Syndrome	4	5
C1833247	SCHIZOPHRENIA 4 (disorder)	disease		Disease or Syndrome	7	2
C1833275	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Positive, NK Cell-Negative	disease	C16;C18;C20	Disease or Syndrome	5	5
C1833296	FRONTOTEMPORAL DEMENTIA, CHROMOSOME 3-LINKED	disease	C18;C10;F03	Disease or Syndrome	6	2
C1833308	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE V	disease	C10	Disease or Syndrome	16	11
C1833326	Generalized bone demineralization	phenotype		Finding	1	0
C1833328	Enlarged epiphyses	phenotype		Finding	1	0
C1833372	HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE III	disease	C18	Disease or Syndrome	2	2
C1833382	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE IV (disorder)	disease	C18;C19	Disease or Syndrome	6	0
C1833429	D-2-hydroxyglutaric aciduria	disease	C16;C18;C10	Disease or Syndrome	6	3
C1833450	HASHIMOTO THYROIDITIS, SUSCEPTIBILITY TO	phenotype		Finding	1	0
C1833477	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 5	disease	C16;C06;C04;C18	Neoplastic Process	78	60
C1833503	Deafness, Autosomal Dominant 4	disease	C23;C10;C09	Disease or Syndrome	6	3
C1833508	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LATE-ONSET	disease	C16;C18;C05;C10	Disease or Syndrome	36	23
C1833511	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE	disease	C16;C06;C18	Disease or Syndrome	54	43
C1833518	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL	disease	C16;C18	Disease or Syndrome	24	12
C1833538	OROFACIAL CLEFT 7	disease	C16;C17;C05;C07	Disease or Syndrome	1	0
C1833564	CONE-ROD DYSTROPHY 1 (disorder)	disease	C16;C11	Disease or Syndrome	1	1
C1833590	ATRIOVENTRICULAR SEPTAL DEFECT, SOMATIC	disease		Finding	2	0
C1833661	PAROXYSMAL EXTREME PAIN DISORDER	disease	C23	Disease or Syndrome	9	3
C1833662	INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE AND FRONTOTEMPORAL DEMENTIA	disease	C16;C18;C05;C10;F03	Disease or Syndrome	6	8
C1833683	NEPHROLITHIASIS, CALCIUM OXALATE	disease	C13;C12	Disease or Syndrome	30	3
C1833692	OTITIS MEDIA, SUSCEPTIBILITY TO (finding)	disease		Finding	3	1
C1833699	Osteopoikilosis, Isolated	disease	C16;C17;C05	Disease or Syndrome	2	1
C1833736	Osteogenesis imperfecta, Levin type	disease	C16;C17;C05	Disease or Syndrome	28	24
C1833762	Decreased calvarial ossification	phenotype		Finding	1	0
C1833797	Optic Nerve Hypoplasia, Bilateral	disease	C11;C10	Disease or Syndrome	4	1
C1833798	Optic Nerve Aplasia, Bilateral	disease	C11;C10	Disease or Syndrome	3	1
C1833809	OPTIC ATROPHY AND CATARACT, AUTOSOMAL DOMINANT	disease	C16;C11;C10	Disease or Syndrome	4	6
C1833921	Familial medullary thyroid carcinoma	disease	C16;C04;C19	Neoplastic Process	45	68
C1833929	THYROID CARCINOMA, SPORADIC MEDULLARY	disease		Neoplastic Process	11	9
C1833999	Retinal pigmentary degeneration	phenotype		Finding	1	0
C1834015	Progressive ptosis	disease	C11	Disease or Syndrome	2	0
C1834042	Hypoplasia of facial musculature	phenotype		Finding	1	0
C1834055	Underdeveloped nasal alae	phenotype		Congenital Abnormality	8	3
C1834062	3-4 toe syndactyly	phenotype		Finding	1	0
C1834120	NOONAN-LIKE/MULTIPLE GIANT CELL LESION SYNDROME (disorder)	disease	C23;C16;C17;C05;C07;C14	Disease or Syndrome	2	2
C1834124	Shield chest	phenotype		Finding	2	0
C1834144	Sick Sinus Syndrome 2, Autosomal Dominant	disease	C23;C14	Disease or Syndrome	5	4
C1834155	HYPERTENSION, RESISTANT TO CONVENTIONAL THERAPY	disease	C14	Disease or Syndrome	1	1
C1834176	MYELOKATHEXIS, ISOLATED	disease		Finding	1	0
C1834207	Ceroid Lipofuscinosis, Neuronal, Parry Type	disease	C16;C18;C10	Disease or Syndrome	2	5
C1834235	NEUROFIBROMATOSIS, FAMILIAL SPINAL	disease	C16;C04;C10	Disease or Syndrome	22	1
C1834297	Inguinal freckling	phenotype	C17	Finding	7	0
C1834304	AMYOTROPHY, HEREDITARY NEURALGIC	disease	C10	Disease or Syndrome	8	7
C1834329	RETINITIS PIGMENTOSA 27	disease	C16;C11	Disease or Syndrome	10	8
C1834330	Retinal Degeneration, Autosomal Recessive, Clumped Pigment Type	disease	C11	Disease or Syndrome	2	0
C1834339	Myopathy, Actin, Congenital, with Excess of Thin Myofilaments	disease	C05;C10	Disease or Syndrome	1	0
C1834372	Narcolepsy 1	disease	C10;F03	Disease or Syndrome	5	2
C1834405	Nail dysplasia	disease	C23	Congenital Abnormality	2	0
C1834433	Obsessive-compulsive trait	phenotype	F01	Finding	1	0
C1834460	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10	disease	C16;C14	Disease or Syndrome	11	30
C1834481	CARDIOMYOPATHY, DILATED, 1S	disease	C14	Disease or Syndrome	53	12
C1834523	ARTHROGRYPOSIS, DISTAL, TYPE 2B	disease	C16;C05	Disease or Syndrome	6	1
C1834558	Myopathy, Centronuclear, Autosomal Dominant	disease	C05;C10	Disease or Syndrome	1	1
C1834569	Jankovic Rivera syndrome	disease	C23;C16;C05;C10	Disease or Syndrome	4	4
C1834570	Myoclonic dystonia	disease	C10	Disease or Syndrome	29	22
C1834582	MYELOPROLIFERATIVE SYNDROME, TRANSIENT	disease	C16;C10;C15	Neoplastic Process	9	4
C1834653	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1B (disorder)	disease	C16;C05;C10	Disease or Syndrome	6	4
C1834664	Nasal, dysarthic speech	phenotype	C23;C10	Finding	3	0
C1834671	FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 1B	disease	C16;C05;C10	Disease or Syndrome	14	10
C1834673	Facioscapulohumeral muscular dystrophy 1a	disease	C16;C05;C10	Disease or Syndrome	1	1
C1834674	BETHLEM MYOPATHY 1	disease	C16;C05;C10	Disease or Syndrome	108	50
C1834690	Spinal Muscular Atrophy, Childhood, Proximal, Autosomal Dominant	disease	C16;C10	Disease or Syndrome	9	8
C1834692	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIA	disease	C16;C10	Disease or Syndrome	3	2
C1834696	Hyporeflexia of lower limbs	phenotype		Finding	1	0
C1834703	Neuropathy, Distal Hereditary Motor, Type VIIA	disease	C23;C16;C08;C10;C09	Disease or Syndrome	1	0
C1834711	CEREBELLOPARENCHYMAL DISORDER VI	disease	C16;C04;C10	Disease or Syndrome	56	30
C1834712	Cerebellar Granule Cell Hypertrophy and Megalencephaly	disease	C16;C04;C10	Disease or Syndrome	56	30
C1834737	Cutaneous syndactyly of toes	disease		Congenital Abnormality	1	0
C1834750	CORONARY ARTERY DISEASE, MODIFIER OF	phenotype		Finding	1	0
C1834751	CORONARY ARTERY DISEASE, DEVELOPMENT OF, IN HIV	disease	C01;C20;C14	Disease or Syndrome	1	0
C1834752	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO (finding)	disease		Finding	3	0
C1834819	MYXOMATOUS MITRAL VALVE PROLAPSE 1	disease	C14	Disease or Syndrome	3	1
C1834821	METAPHYSEAL DYSPLASIA WITHOUT HYPOTRICHOSIS	disease	C16;C05	Disease or Syndrome	3	0
C1834846	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 1	disease	C23;C18;C11;C10	Disease or Syndrome	13	12
C1834870	MIRROR MOVEMENTS 1	phenotype		Finding	11	0
C1834877	HOLOPROSENCEPHALY 2 (disorder)	disease	C16;C05;C10	Disease or Syndrome	12	6
C1834931	Cystic renal dysplasia	disease		Anatomical Abnormality	4	1
C1835042	Melanoma astrocytoma syndrome	disease	C04;C10	Neoplastic Process	2	0
C1835044	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 2	disease		Finding	25	12
C1835054	OCULOCUTANEOUS ALBINISM, TYPE II, MODIFIER OF	phenotype		Finding	3	0
C1835095	Macrodontia of permanent maxillary central incisor	phenotype		Finding	1	0
C1835117	Increased axial length of the globe	phenotype		Finding	1	0
C1835171	Hypomagnesemia 2, renal	disease	C16;C18;C13;C12	Disease or Syndrome	1	0
C1835194	Thick corpus callosum	phenotype		Finding	1	0
C1835223	PSORIATIC ARTHRITIS, SUSCEPTIBILITY TO (finding)	disease		Finding	1	0
C1835238	Slow-growing nails	phenotype		Finding	1	0
C1835265	Lymphedema, microcephaly and chorioretinopathy syndrome	disease	C23;C16;C11;C05;C10;C15	Disease or Syndrome	23	3
C1835362	Lp(A) Deficiency, Congenital	disease	C16;C18	Disease or Syndrome	1	0
C1835398	LI-FRAUMENI SYNDROME 1	disease	C16;C04;C18	Disease or Syndrome	39	99
C1835437	Platyspondylic Lethal Skeletal Dysplasia, Torrance Type	disease	C16;C05	Disease or Syndrome	4	3
C1835465	Short stature, postnatal	phenotype		Finding	3	0
C1835492	TOOTH AGENESIS, SELECTIVE, 4 (disorder)	disease	C16;C07	Disease or Syndrome	24	20
C1835570	Hypoplastic cervical vertebrae	phenotype		Finding	1	1
C1835612	LACRIMAL DUCT DEFECT	phenotype		Finding	1	0
C1835614	Hereditary Hyperexplexia	disease	C23;C05;C10	Disease or Syndrome	2	2
C1835662	Keratosis palmoplantaris papulosa	disease	C16;C17	Disease or Syndrome	6	0
C1835664	TYLOSIS WITH ESOPHAGEAL CANCER	disease	C16;C06;C04;C17	Neoplastic Process	2	2
C1835672	Palmoplantar Keratoderma with Deafness	disease	C23;C16;C17;C10;C09	Disease or Syndrome	27	15
C1835677	Keratoconus 1	disease	C11	Disease or Syndrome	28	6
C1835686	Recurrent bacterial skin infections	phenotype		Finding	1	0
C1835697	Keratitis Fugax Hereditaria	disease	C11	Disease or Syndrome	2	1
C1835698	Keratitis, hereditary	disease	C11	Disease or Syndrome	2	0
C1835713	CIRRHOSIS, NONCRYPTOGENIC, SUSCEPTIBILITY TO (finding)	disease		Finding	2	0
C1835762	Widely-spaced maxillary central incisors	phenotype		Finding	1	0
C1835764	Vertebral arch anomaly	phenotype		Finding	1	1
C1835807	Prominent fingertip pads	phenotype		Finding	8	1
C1835808	Kallikrein, Decreased Urinary Activity of	phenotype	C16;C18	Finding	1	0
C1835813	Pseudoxanthoma Elasticum-Like Disorder with Multiple Coagulation Factor Deficiency	disease	C16;C17;C15;C14	Disease or Syndrome	8	1
C1835817	FANCONI ANEMIA, COMPLEMENTATION GROUP N	disease	C16;C18;C15	Disease or Syndrome	13	0
C1835819	PITUITARY ANOMALIES WITH HOLOPROSENCEPHALY-LIKE FEATURES (disorder)	disease	C16;C05;C10;C19	Disease or Syndrome	12	3
C1835820	HOLOPROSENCEPHALY 7	disease	C16;C05;C10	Disease or Syndrome	7	3
C1835826	Renal Hypodysplasia, Nonsyndromic, 1	disease	C13;C12	Congenital Abnormality	3	1
C1835828	Invasive Pneumococcal Disease, Recurrent Isolated, 1	disease	C01;C20	Disease or Syndrome	2	0
C1835845	Mitochondrial Phosphate Carrier Deficiency	disease	C18	Disease or Syndrome	1	1
C1835849	Congenital Disorder Of Glycosylation, Type Im	disease	C16;C18	Disease or Syndrome	6	1
C1835851	Ichthyosis with hypotrichosis, autosomal recessive	disease	C16;C17	Disease or Syndrome	4	4
C1835854	DEAFNESS, AUTOSOMAL RECESSIVE 68	disease	C23;C10;C09	Disease or Syndrome	2	1
C1835865	Cone-Rod Dystrophy 11	disease	C16;C11	Disease or Syndrome	3	1
C1835884	Triangular face	phenotype		Finding	16	2
C1835887	DIABETES MELLITUS, TRANSIENT NEONATAL, 2 (disorder)	disease	C16;C18;C19	Disease or Syndrome	10	1
C1835888	Diarrhea 4, Malabsorptive, Congenital	disease	C23;C06;C18	Disease or Syndrome	3	1
C1835895	RETINITIS PIGMENTOSA 33 (disorder)	disease	C16;C11	Disease or Syndrome	8	8
C1835896	SPASTIC PARAPLEGIA 30, AUTOSOMAL RECESSIVE (disorder)	disease	C23;C10	Disease or Syndrome	23	13
C1835897	Retinal Cone Dystrophy 3B	disease	C16;C11	Disease or Syndrome	13	6
C1835905	Epilepsy, Nocturnal Frontal Lobe, Type 4	disease	C10;F03	Disease or Syndrome	11	3
C1835912	AICARDI-GOUTIERES SYNDROME 4	disease	C16;C20;C10	Disease or Syndrome	13	4
C1835916	AICARDI-GOUTIERES SYNDROME 3	disease	C16;C20;C10	Disease or Syndrome	7	5
C1835922	Aminoacylase 1 deficiency	disease	C16;C18	Disease or Syndrome	10	4
C1835923	Retinitis Pigmentosa 31	disease	C16;C11	Disease or Syndrome	2	0
C1835928	CARDIOMYOPATHY, DILATED, 1P	disease	C14	Disease or Syndrome	4	14
C1835931	ALPHA/BETA T-CELL LYMPHOPENIA WITH GAMMA/DELTA T-CELL EXPANSION, SEVERE CYTOMEGALOVIRUS INFECTION, AND AUTOIMMUNITY	disease	C01;C20;C15	Disease or Syndrome	5	1
C1835933	Glaucoma 1, Open Angle, G	disease	C11	Disease or Syndrome	5	2
C1835934	Glomerulocystic Kidney Disease with Hyperuricemia and Isosthenuria	disease	C23;C13;C12	Disease or Syndrome	2	2
C1835993	Loss of ability to walk in early childhood	phenotype		Finding	1	0
C1836003	Facial diplegia	phenotype	C01;C10;C07	Finding	4	1
C1836006	NANOPHTHALMOS 2 (disorder)	disease	C16;C11	Disease or Syndrome	4	1
C1836010	Spastic Paraplegia, Optic Atrophy, and Neuropathy	disease	C23;C16;C11;C10	Disease or Syndrome	1	0
C1836027	Deafness, Autosomal Recessive 23	disease	C23;C10;C09	Disease or Syndrome	12	10
C1836032	Immunoglobulin a deficiency 2	disease	C20;C15	Disease or Syndrome	3	2
C1836033	Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome	disease	C16;C17;C10	Disease or Syndrome	2	0
C1836038	Poor head control	phenotype	C23;C05;C10	Finding	13	4
C1836047	Long face	phenotype		Finding	12	1
C1836050	Filaminopathy, autosomal dominant	disease	C16;C05;C10	Disease or Syndrome	38	5
C1836076	Amyotrophic Lateral Sclerosis, Chmp2B-Related	disease	C18;C10	Disease or Syndrome	2	2
